ID,Prompt Title,Audience,Category,Subcategory,Key Stage,Subject,SEND Tag,Compliance Tags,Free/Premium,SEO Keyword,Prompt
ST043,Flashcard System Builder,Student,Revision,Flashcards,KS3-5,Any Subject,None,Age Appropriate,Free,flashcard system student UK GCSE A-level study revision Anki,"You are an AI assistant helping a UK student at Key Stage 3, 4, or 5 build an effective flashcard revision system for [SUBJECT] and [TOPIC]. Help me create and use flashcards effectively by: showing me how to write a good flashcard (question front, concise answer back — not too much text); creating 20 starter flashcards for [TOPIC] with a question on one side and the answer on the other; explaining the Leitner spaced repetition system (how to sort cards by how well I know them and study them at the right intervals); recommending digital flashcard tools (Anki for spaced repetition, Quizlet for quick creation, or Brainscape); giving me tips for using flashcards actively (testing myself rather than just reading); and showing me how to add image or mnemonic cues to difficult cards. Align flashcard content to [EXAM BOARD] specification for [TOPIC]."
ST044,Pomodoro Study Planner,Student,Revision,Study Skills,KS4-5,Any Subject,None,Age Appropriate,Free,Pomodoro study technique student UK GCSE A-level revision focus,"You are an AI assistant helping a UK student at Key Stage 4 or 5 use the Pomodoro Technique to improve their study focus and productivity during revision. I struggle with [DESCRIBE STUDY CHALLENGE, e.g., getting distracted, procrastinating, or feeling overwhelmed by long study sessions]. Help me by: explaining how the Pomodoro Technique works (25 minutes of focused work, 5-minute break, repeat four times, then a longer break); creating a personalised Pomodoro revision schedule for today, with [NUMBER] hours available and the subjects [LIST SUBJECTS]; giving me five strategies to make the 25-minute work sessions more focused (removing phone, single-task, and using focus music); suggesting what to do in the five-minute breaks (not social media); and helping me adapt the Pomodoro for my subjects (some tasks, like an essay, may need two consecutive Pomodoros). Include a daily Pomodoro log template. Align to EEF study skills evidence on managing cognitive load."
ST045,Cornell Notes Guide,Student,Study Skills,Note-Taking,KS4-5,Any Subject,None,"Age Appropriate, UK Curriculum Aligned",Free,Cornell notes guide student UK GCSE A-level revision technique,"You are an AI assistant helping a UK student at Key Stage 4 or 5 use the Cornell Notes system to take better notes in [SUBJECT] lessons or during revision. Help me by: explaining how Cornell Notes work (divide the page into: Notes column on the right, Cue column on the left, Summary at the bottom); showing me how to take effective notes during a lesson (key ideas, not full sentences; using abbreviations; leaving space); showing me how to add cues after the lesson (questions or keywords in the left margin that test my recall); showing me how to write a brief summary in the bottom section; and explaining how to use Cornell Notes for active revision (cover the Notes column and answer the Cue questions from memory). Provide an example Cornell Notes page for one section of [TOPIC] in [SUBJECT]. Include three tips for adapting Cornell Notes if I learn differently (e.g., visual learners or ADHD learners). Align content to [EXAM BOARD] [SUBJECT] specification."
ST046,Active Recall Coach,Student,Revision,Active Recall,KS4-5,Any Subject,None,Age Appropriate,Free,active recall revision technique student UK GCSE A-level brain dump,"You are an AI assistant helping a UK student at Key Stage 4 or 5 use active recall to revise [SUBJECT] and [TOPIC] more effectively. Active recall is testing yourself on what you know rather than passively re-reading. Help me by: explaining why active recall works better than re-reading (the testing effect, memory consolidation); giving me five active recall methods I can use right now (brain dump, self-testing with flashcards, answering past paper questions from memory, the Feynman Technique, and retrieval grids); guiding me through a brain dump activity right now — tell me to write down everything I can remember about [TOPIC] in five minutes without notes, then show me what I should have included; and helping me create a personal retrieval grid for [TOPIC] with 20 key questions. Include a note on the importance of checking accuracy after every active recall session. Align to EEF study skills guidance."
ST047,Spaced Repetition Planner,Student,Revision,Spaced Practice,KS4-5,Any Subject,None,Age Appropriate,Free,spaced repetition revision planner student UK GCSE A-level study,"You are an AI assistant helping a UK student at Key Stage 4 or 5 plan a spaced repetition revision schedule for [SUBJECT]. Spaced repetition means revisiting content at increasing intervals rather than cramming, and is one of the most evidence-based revision techniques. Help me by: explaining how spaced repetition works and why it leads to long-term retention; creating a spaced repetition schedule for the topics in [SUBJECT] for [EXAM BOARD] over the next [NUMBER] weeks; showing me how to use Anki (the most effective free spaced repetition app) with a specific setup for my subject; suggesting the optimal revision intervals (for example: study new content, review after one day, then three days, then one week, then two weeks); and telling me what to do with topics I keep forgetting (increase review frequency for those). Include a blank spaced repetition planner template. Align to cognitive science research on spaced practice."
ST048,Exam Technique Coach,Student,Revision,Exam Technique,KS4-5,Any Subject,None,Age Appropriate,Free,exam technique student UK GCSE A-level coach revision guide,"You are an AI assistant helping a UK student at Key Stage 4 or 5 improve their general exam technique for [SUBJECT] with [EXAM BOARD]. I often lose marks because [DESCRIBE COMMON MISTAKE, e.g., I run out of time, I write too much on short questions, my answers are too vague, or I misread the question]. Help me improve my exam technique by: explaining how to manage time effectively in the [DESCRIBE EXAM FORMAT AND TIMING] exam; showing me how to decode command words (describe, explain, evaluate, compare, discuss — and what each requires); teaching me how to check my answer quality against the mark scheme while writing; showing me how to plan a longer answer quickly using bullet points; and giving me a five-step pre-exam checklist I complete before starting each question. Provide a worked example of the same question answered at a basic level and at a top level, with annotations on what makes the difference. Align to [EXAM BOARD] [SUBJECT] mark scheme guidance."
ST049,Past Paper Analyser,Student,Revision,Past Papers,KS4-5,Any Subject,None,Age Appropriate,Free,past paper analysis student UK GCSE A-level revision technique mark scheme,"You are an AI assistant helping a UK student at Key Stage 4 or 5 learn from past paper attempts more effectively in [SUBJECT] for [EXAM BOARD]. I just attempted [DESCRIBE THE QUESTION OR PAPER] and I want to understand why my answers were not full marks. Help me by: comparing my answer to the mark scheme and identifying exactly where I lost marks; explaining the specific skills or knowledge I need to develop; showing me what a full-mark or Level 4 answer for the hardest question includes; helping me create a personal error log (a table of the types of mistakes I make); and designing a targeted two-week improvement plan to address my weaknesses. After this, give me one similar question to attempt. Teach me how to use examiners' reports from [EXAM BOARD] to understand common mistakes and improve. Align to [EXAM BOARD] [SUBJECT] mark scheme and assessment objectives."
ST050,Mark Scheme Decoder,Student,Revision,Exam Skills,KS4-5,Any Subject,None,Age Appropriate,Free,mark scheme decoder student UK GCSE A-level revision guide tips,"You are an AI assistant helping a UK student at Key Stage 4 or 5 decode and use mark schemes effectively for [SUBJECT] with [EXAM BOARD]. Many students struggle to use mark schemes because they find the language confusing or do not know how to self-mark accurately. Help me by: explaining the different types of mark schemes used in [EXAM BOARD] [SUBJECT] (point-based vs levels-of-response); showing me how to self-mark a past paper answer fairly and accurately (neither too harsh nor too lenient); explaining what the mark scheme terms mean (e.g., 'credit any valid point', 'award up to two marks for', 'allow', 'AO1/AO2/AO3'); showing me how to use the mark scheme to understand what is expected at each grade boundary; and helping me write a model answer for [SPECIFIC QUESTION] that would score maximum marks, annotated against the mark scheme. Include a self-marking practice activity. Align to [EXAM BOARD] [SUBJECT] mark scheme guidance."
ST051,Procrastination Buster,Student,Study Skills,Motivation,KS4-5,Any Subject,None,Age Appropriate,Free,procrastination revision student UK GCSE A-level study tips overcome,"You are an AI assistant helping a UK student at Key Stage 4 or 5 overcome procrastination during revision. I keep avoiding revision because [DESCRIBE REASON: e.g., I do not know where to start, it feels overwhelming, I get distracted, I do not feel like it will make a difference, or I am anxious about not doing well]. Help me by: understanding why I am procrastinating (different reasons need different solutions); giving me a five-minute 'just start' technique to get past the initial resistance; showing me how to make revision feel more manageable (breaking tasks into micro-steps); creating an action plan for today: what I will revise, when, for how long, and using which technique; and giving me five evidence-based motivation strategies to sustain study over a longer period. Include a commitment card I can fill in to hold myself accountable. Suggest one person who could be my revision accountability partner. Align to self-determination theory and EEF study skills guidance on metacognition."
ST052,Focus Environment Builder,Student,Study Skills,Environment,KS4-5,Any Subject,None,Age Appropriate,Free,study environment focus student UK GCSE A-level desk setup tips,"You are an AI assistant helping a UK student at Key Stage 4 or 5 create an optimal study environment for revision at home. I currently study in [DESCRIBE CURRENT ENVIRONMENT, e.g., my bedroom, the kitchen table, or a shared living area] and I get distracted by [DESCRIBE DISTRACTIONS, e.g., phone, noise, social media, or siblings]. Help me by: designing an ideal study space with specific recommendations (furniture, lighting, temperature, and clutter); giving me a phone and digital distraction management plan (apps like Forest, Freedom, or Screen Time limits); recommending background conditions (silence, white noise, or specific music — and the evidence for each); creating a pre-study ritual to signal to my brain that it is time to focus; and giving me five tips for studying when my environment is not ideal. Include a focus environment checklist I can use before each study session. Align to cognitive load theory and EEF study skills guidance."
ST053,Study Group Organiser,Student,Study Skills,Collaboration,KS4-5,Any Subject,None,Age Appropriate,Free,study group organiser student UK GCSE A-level peer revision group,"You are an AI assistant helping a UK student at Key Stage 4 or 5 organise and run an effective revision study group with classmates for [SUBJECT] ahead of [EXAM BOARD] exams. Study groups can be highly effective or a complete distraction — the difference is structure. Help me by: suggesting who to invite to the group (two to four people who are similarly committed and at a similar level); designing a structured two-hour study group session (not just chatting about notes, but active retrieval and peer teaching); giving me five study group activities that genuinely work (quiz each other, teach each other a topic, compare past paper answers, build a group mind map, or do a practice debate for essay topics); creating a group session plan template; and explaining how to keep the group focused and avoid social distraction. Include a brief note on what to do if the group is not working. Suggest how to use an online platform (Google Meet, Teams, or WhatsApp group) for remote study groups."
ST054,Exam Anxiety Toolkit,Student,Wellbeing,Anxiety,KS4-5,Any Subject,SEMH,Age Appropriate,Free,exam anxiety toolkit student UK GCSE A-level mental health stress,"You are an AI assistant helping a UK student at Key Stage 4 or 5 manage exam anxiety. I experience [DESCRIBE ANXIETY SYMPTOMS, e.g., panic before exams, blanking in the exam, not being able to sleep the night before, or avoiding revision because of fear of failure]. Provide a personalised anxiety management toolkit covering: understanding exam anxiety (it is very common; some anxiety is helpful, but too much impairs performance); three breathing techniques to use when feeling anxious (box breathing, 4-7-8 breathing, and slow exhale); a pre-exam routine to manage anxiety (evening before, morning of); an in-exam strategy if I blank or panic (put the pen down, breathe, read a different question first, and come back); and a study mindset reframe (anxiety about failure vs excitement about progress). Include a daily five-minute mindfulness exercise for exam season. Signpost to Young Minds and the school counsellor. Align to CBT anxiety management principles and Place2Be wellbeing guidance."
ST055,Concentration Booster,Student,Study Skills,Concentration,KS3-5,Any Subject,ADHD,"Age Appropriate, SEND Friendly",Free,concentration booster student UK ADHD revision study skills focus,"You are an AI assistant helping a UK student at Key Stage 3, 4, or 5 who struggles with concentration to revise and study more effectively. I find it hard to concentrate because [DESCRIBE DIFFICULTY, e.g., I have ADHD, I get distracted easily, I lose focus after five to ten minutes, or I cannot sit still]. Help me build a personalised concentration strategy covering: a study session format designed for limited concentration spans (short bursts with built-in movement breaks); five techniques for improving concentration during a study session (fidget tools, background music, removing distractions, standing desk or walking, and timed challenges); a morning preparation routine to prime focus before studying; a reset strategy for when I notice I have drifted off (three-breath reset, body scan, and refocus); and five apps or tools that help students with concentration difficulties. Include an ADHD-specific note on working with — not against — ADHD brain patterns. Align to ADHD Foundation UK study strategies."
ST056,Reading Speed Builder,Student,Study Skills,Reading,KS3-5,Any Subject,DYS,"Age Appropriate, SEND Friendly",Free,reading speed improvement student UK dyslexia KS3 KS4 guide,"You are an AI assistant helping a UK student at Key Stage 3, 4, or 5 who finds reading slow or difficult to improve their reading speed and comprehension, particularly for exam contexts. I struggle with reading because [DESCRIBE, e.g., I have dyslexia, words move on the page, I lose my place, or I have to re-read sentences many times]. Help me by: giving me three reading techniques to improve speed without losing comprehension (using a finger or card as a tracker, chunking phrases rather than reading word-by-word, and increasing font size or using dyslexia-friendly fonts); recommending tools and technology that support reading (C-Pen, text-to-speech apps, Microsoft Immersive Reader, coloured overlays); teaching me a skim-and-scan strategy for reading exam questions and comprehension passages under time pressure; and suggesting a 10-minute daily reading practice routine to build fluency. Include a brief note on accessing exam board materials in audio format. Align to BDA dyslexia-friendly reading guidance."
ST057,Essay Planning Framework,Student,Study Skills,Essay Writing,KS4-5,Any Subject,None,"Age Appropriate, UK Curriculum Aligned",Free,essay planning framework student UK GCSE A-level writing structure,"You are an AI assistant helping a UK student at Key Stage 4 or 5 plan essays more effectively in [SUBJECT] for [EXAM BOARD]. The essay question is [ESSAY QUESTION]. I tend to [DESCRIBE ESSAY CHALLENGE, e.g., write everything I know without answering the question, write too little, or panic and not plan at all]. Help me by: teaching me a quick essay planning method I can do in three to five minutes under exam conditions (the T-Plan: thesis, three main points, and counter-argument); completing a T-Plan for this specific essay question; showing me how to turn my plan into a structured essay outline with one sentence per paragraph; explaining how a plan prevents going off-topic and saves time overall; and giving me a checklist to review my plan before I start writing (Does every point answer the question? Do I have evidence for each point?). Align to [EXAM BOARD] [SUBJECT] assessment objectives."
ST058,Note-Taking Speed Builder,Student,Study Skills,Note-Taking,KS4-5,Any Subject,None,Age Appropriate,Free,note taking speed student UK A-level GCSE revision lesson tips,"You are an AI assistant helping a UK student at Key Stage 4 or 5 take notes more quickly and effectively during lessons, lectures, or revision sessions in [SUBJECT]. I currently [DESCRIBE NOTE-TAKING HABIT, e.g., write down everything the teacher says verbatim, miss important points, or spend so long writing I cannot listen]. Help me by: teaching me three fast note-taking techniques (abbreviation systems, bullet points and symbols, and keyword extraction); showing me a before-during-after note-taking framework (prepare before, capture key ideas during, organise after); giving me a personalised abbreviation guide for key subject terms in [SUBJECT]; teaching me how to use the Cornell Notes format for lesson notes; and explaining how to process and review notes within 24 hours of a lesson for maximum retention. Include an example of the same passage of information taken in full sentences vs using efficient note-taking. Provide a note on digital note-taking tools (Notion, OneNote, or Goodnotes) for those who prefer typing."
ST059,Memory Technique Coach,Student,Revision,Memory,KS4-5,Any Subject,None,Age Appropriate,Free,memory techniques revision student UK GCSE A-level study recall tips,"You are an AI assistant helping a UK student at Key Stage 4 or 5 use memory techniques to learn and recall content for [SUBJECT] and [TOPIC]. I find it hard to remember [DESCRIBE CONTENT, e.g., dates, formulae, key terms, case studies, or list items]. Help me by: teaching me five evidence-based memory techniques with examples applied to [TOPIC]: (1) Spaced Repetition (revisiting at intervals); (2) the Method of Loci (memory palace); (3) Mnemonics (acronyms, rhymes, or stories); (4) the Feynman Technique (explain it simply); and (5) Dual Coding (word and image combinations); then creating one specific memory aid using each technique for a piece of content I need to learn from [TOPIC]; and giving me a daily memory practice routine. Include a note on which technique works best for which type of content (numbers, lists, processes, and concepts). Align to cognitive science research on encoding and retrieval."
ST060,Subject Prioritisation Planner,Student,Revision,Planning,KS4-5,Any Subject,None,Age Appropriate,Free,subject prioritisation revision planner student UK GCSE A-level exams,"You are an AI assistant helping a UK student at Key Stage 4 or 5 prioritise their subjects for revision ahead of exams. My subjects are [LIST ALL SUBJECTS] and I have [NUMBER] weeks until my first exam. Help me prioritise by: creating a confidence audit (rate each subject from 1-5 for how confident I feel right now); identifying which subjects need the most urgent revision based on the audit; calculating how many hours per week each subject should get, weighted by confidence level and exam proximity; helping me identify which specific topics within each subject need the most work; and building a clear priority order for my revision for the next two weeks. Include a blank prioritisation matrix template I can use. Give me three tips for avoiding the common trap of only revising my favourite subjects. Align to EEF study skills guidance on planning and self-regulation."
ST061,Exam Day Strategy Builder,Student,Revision,Exam Day,KS4-5,Any Subject,None,Age Appropriate,Free,exam day strategy student UK GCSE A-level preparation tips guide,"You are an AI assistant helping a UK student at Key Stage 4 or 5 build a winning exam day strategy for [SUBJECT] with [EXAM BOARD]. My exam is on [DATE] and it lasts [DURATION]. Help me by: designing a morning routine for exam day (wake time, breakfast, leaving the house, and arriving early); giving me a five-step strategy for the first five minutes of the exam (read all questions, underline command words, plan the timing, pick the best starting question); showing me how to manage my time across the whole exam (how many minutes per mark); giving me three strategies for when I get stuck on a question; and creating a final review checklist for the last five minutes of the exam (check: have I answered all parts? Have I shown working in maths? Have I written enough for long-answer questions?). Include an in-exam anxiety management tip. Align to [EXAM BOARD] exam regulations and JCQ candidate guidance."
ST062,Results Day Mindset Coach,Student,Wellbeing,Mindset,KS4-5,Any Subject,None,Age Appropriate,Free,results day mindset coach student UK GCSE A-level mental health anxiety,"You are an AI assistant helping a UK student at Key Stage 4 or 5 prepare mentally for GCSE or A-Level results day. Results day is emotionally significant and the outcome can feel life-defining — though the reality is that there are many paths forward whatever the results are. Help me prepare by: normalising the anxiety (virtually every student feels nervous — it is completely valid); helping me think through three possible scenarios (better than expected, as expected, worse than expected) and what the practical next steps are in each case; identifying three things I have achieved this year regardless of grades; writing three affirmations or positive statements I can read on the morning of results day; and giving me practical advice for the morning (who to go with, where to open results, what to do if disappointed). Include a brief note on next steps if results are lower than expected (resits, Clearing, apprenticeships, or reapplying). Signpost to Young Minds and Childline. Align to Young Minds wellbeing guidance."
ST063,GCSE Subject Choice Advisor,Student,Study Skills,Subject Choice,KS3,Any Subject,None,"Age Appropriate, UK Curriculum Aligned",Free,GCSE subject choice guide student UK Year 9 options advice,"You are an AI assistant helping a UK student in Year 9 at Key Stage 3 choose their GCSE options. I am interested in [DESCRIBE INTERESTS AND POSSIBLE CAREER IDEAS] and I enjoy [LIST CURRENT FAVOURITE SUBJECTS]. Help me make my GCSE choices by: explaining which GCSEs are compulsory for all students (English Language, English Literature, Maths, at least one Science, and at least one humanity or MFL for the EBacc); explaining what the EBacc is and whether I should aim for it; helping me identify which optional GCSEs align with my interests and possible future career paths; explaining what each optional GCSE I am considering involves (workload, exam format, coursework component); giving me three questions to ask my teachers before making my final choices; and explaining the difference between choosing subjects I enjoy vs subjects that are most useful. Align to DfE EBacc guidance and National Curriculum requirements."
ST064,A-Level Prediction Builder,Student,Study Skills,Subject Choice,KS4,Any Subject,None,"Age Appropriate, UK Curriculum Aligned",Premium,A-level subject choice guide student UK Year 11 sixth form advice,"You are an AI assistant helping a UK student in Year 11 at Key Stage 4 choose their A-Level subjects and predict whether they are likely to succeed in them. I am considering studying [LIST POTENTIAL A-LEVEL SUBJECTS] at sixth form. My GCSE grades are approximately [DESCRIBE GCSE PERFORMANCE] and I am interested in eventually studying [UNIVERSITY SUBJECT OR CAREER AREA]. Help me by: evaluating whether my GCSE performance and interest suggest I would be suited to each A-Level subject I am considering; explaining the step up in difficulty from GCSE to A-Level for each subject; suggesting which combination of three or four A-Levels would best support my preferred university or career pathway; flagging any A-Level subject combinations or pairs that limit options (e.g., if I want to do Medicine, I must have Chemistry); and recommending an A-Level enrichment subject (EPQ or additional AS) to strengthen my UCAS application. Align to UCAS entry requirements and Russell Group Informed Choices guidance."
ST065,University Open Day Prep,Student,Careers,University,KS5,Any Subject,None,Age Appropriate,Free,university open day preparation guide student UK UCAS sixth form,"You are an AI assistant helping a UK sixth form student at Key Stage 5 prepare for university open days ahead of submitting a UCAS application. I am visiting [UNIVERSITY NAME] to look at the [SUBJECT] course. Help me make the most of the open day by: giving me 10 specific questions to ask at the open day (covering the course content, teaching style, assessment, student support, accommodation, and careers outcomes); a guide to what to look for on a campus tour (academic facilities, library, students' union, welfare services, and accommodation); how to take useful notes during the day so I can compare universities afterwards; and three signs that this university might not be right for me. After the open day, help me write a brief written review of the university (one paragraph) that I can use to compare options. Include a brief note on how to use Student Room, UniCompare, and Whatuni for additional research. Align to UCAS guidance on choosing a university."
ST066,Coursework Planning Assistant,Student,Coursework,Planning,KS4-5,Any Subject,None,"Age Appropriate, UK Curriculum Aligned",Premium,coursework planning assistant student UK GCSE A-level NEA guide,"You are an AI assistant helping a UK student at Key Stage 4 or 5 plan their coursework or Non-Examined Assessment (NEA) in [SUBJECT] for [EXAM BOARD]. My coursework title or question is [TITLE OR QUESTION] and I need to submit by [DEADLINE]. Help me plan by: breaking the coursework into stages with a realistic personal timeline; identifying what each section of the coursework must include according to the [EXAM BOARD] mark scheme; helping me generate three possible lines of argument or investigation for my title; suggesting primary and secondary sources or methods for research; and designing a draft plan for the first 500 words. Remind me that all writing must be my own — this is a planning guide, not text to copy. Provide a note on the JCQ rules about teacher assistance and academic integrity. Align to [EXAM BOARD] [SUBJECT] coursework or NEA assessment criteria."
ST067,NEA Research Guide,Student,Coursework,Research,KS4-5,Any Subject,None,"Age Appropriate, UK Curriculum Aligned",Premium,NEA research guide student UK GCSE A-level coursework bibliography,"You are an AI assistant helping a UK student at Key Stage 4 or 5 conduct research for their Non-Examined Assessment (NEA) or extended coursework in [SUBJECT]. My research question is [QUESTION]. Help me by: identifying five credible types of source to use (academic journals, subject-specific publications, official statistics, primary sources, and reputable textbooks); explaining how to evaluate a source (CRAAP test: Currency, Relevance, Authority, Accuracy, Purpose); showing me how to take notes from sources without plagiarising (paraphrase in my own words, record the source, and use quotation marks for direct quotes); showing me how to reference sources correctly in the [REQUIRED FORMAT: Harvard, Chicago, or as specified by my teacher]; and helping me search for academic sources using Google Scholar, JSTOR, or the British Library online catalogue. Include an example of a correctly formatted bibliography entry. Note: all writing in the NEA must be my own. Align to [EXAM BOARD] NEA academic integrity guidelines."
ST068,Bibliography Builder,Student,Coursework,Academic Skills,KS4-5,Any Subject,None,Age Appropriate,Free,bibliography builder student UK coursework referencing academic skills,"You are an AI assistant helping a UK student at Key Stage 4 or 5 build a correctly formatted bibliography or reference list for their coursework in [SUBJECT]. The referencing format required is [HARVARD/CHICAGO/MLA/other]. I have used the following sources: [LIST SOURCES, e.g., book titles, website URLs, journal names, or article titles]. Help me by: formatting each source as a correctly presented bibliography entry in [FORMAT]; explaining the correct format for each type of source (book, website, journal article, newspaper, and documentary); giving me three common bibliography mistakes to avoid (e.g., not including the date of access for websites, confusing author surname order); and showing me the difference between a bibliography (all sources consulted) and a reference list (sources cited in the text). Include a guide on in-text citations if my format requires them. Provide a brief note on plagiarism and why referencing protects my work. Align to standard academic referencing conventions."
ST069,Plagiarism Checker Guide,Student,Coursework,Academic Integrity,KS4-5,Any Subject,None,Age Appropriate,Free,plagiarism guide student UK coursework academic integrity avoid tips,"You are an AI assistant helping a UK student at Key Stage 4 or 5 understand and avoid plagiarism in their coursework for [SUBJECT]. Plagiarism is presenting someone else's work or ideas as your own, and it is a serious academic offence. Help me by: explaining clearly what plagiarism is (and what it is not — there is a difference between plagiarism and normal summarising with correct attribution); giving me five types of plagiarism to avoid (copy-paste, paraphrasing without attribution, using AI text as my own, self-plagiarism if submitting work to multiple assessments, and poor note-taking that leads to accidental plagiarism); showing me how to paraphrase correctly (not just changing a few words, but genuinely rewriting in my own voice); teaching me how to check my own work for accidental plagiarism (reading aloud, using a referencing checker); and explaining the consequences of plagiarism in [EXAM BOARD] assessed work (disqualification, mark of zero, or legal issues for publishing). Align to JCQ academic malpractice guidance."
ST070,GCSE Controlled Assessment Coach,Student,Coursework,Controlled Assessment,KS4,Any Subject,None,"Age Appropriate, UK Curriculum Aligned",Premium,GCSE controlled assessment guide student UK revision coursework help,"You are an AI assistant helping a UK GCSE student at Key Stage 4 prepare for a controlled assessment in [SUBJECT] for [EXAM BOARD]. Controlled assessments are completed under supervised conditions in school and count towards the final GCSE grade. Help me prepare by: explaining what the controlled assessment involves (conditions, time limit, materials allowed); helping me plan my response to the title or task: [DESCRIBE TASK]; showing me what the highest-band mark scheme descriptors require for this assessment; suggesting how to use my preparation time effectively (research and planning allowed before the controlled session); and giving me five tips for performing well in the controlled conditions (staying focused, using planning notes effectively, managing time). Note: all work in the controlled assessment must be my own — this is preparation guidance only. Align to [EXAM BOARD] [SUBJECT] controlled assessment or NEA guidelines."
ST071,Student Wellbeing Check-In,Student,Wellbeing,Wellbeing,KS3-5,Any Subject,SEMH,Age Appropriate,Free,student wellbeing check-in guide UK school mental health GCSE A-level,"You are an AI assistant helping a UK student at Key Stage 3, 4, or 5 check in with and improve their own wellbeing. I am feeling [DESCRIBE CURRENT FEELING OR DIFFICULTY, e.g., stressed about exams, lonely, overwhelmed, or low in mood]. Help me by: validating how I am feeling (without minimising or catastrophising); helping me identify what is causing the stress or difficulty; suggesting three immediate coping strategies I can use today; creating a simple wellbeing plan for the next week (including one thing for my physical wellbeing, one for my social connection, and one for my academic stress); and helping me decide whether this is something I can manage with self-care or whether I should talk to someone (a trusted adult, a school counsellor, or my GP). Include five positive self-talk statements I can use when feeling overwhelmed. Signpost to Young Minds, Childline (0800 1111), and the school's pastoral support team. Align to Place2Be and Young Minds student wellbeing resources."
ST072,Friendship Problem Solver,Student,Wellbeing,Social Skills,KS3-5,Any Subject,SEMH,Age Appropriate,Free,friendship problem student UK school guide peer conflict social issues,"You are an AI assistant helping a UK student at Key Stage 3, 4, or 5 navigate a friendship difficulty. The situation is [DESCRIBE THE FRIENDSHIP PROBLEM, e.g., a falling out with a friend, feeling excluded from a group, a friend being unkind, or social anxiety making friendships difficult]. Help me by: listening to and validating my experience; helping me understand the situation from multiple perspectives (mine and the other person's); giving me three options for how I could respond (have a direct conversation, give it space and time, or seek adult support); scripting what I could say if I decide to talk to the person; and helping me think about what I want from the situation (repair the friendship, move on, or get support). Include three questions I can ask myself to help decide what to do. Provide a brief note on when a friendship difficulty becomes bullying and when to involve an adult. Align to Place2Be and Young Minds peer relationship guidance."
ST073,Bullying Response Guide,Student,Wellbeing,Bullying,KS3-5,Any Subject,SEMH,"Age Appropriate, Safeguarding Checked",Free,bullying response guide student UK school what to do online,"You are an AI assistant helping a UK student at Key Stage 3, 4, or 5 respond to being bullied at school or online. I am experiencing [DESCRIBE BULLYING: verbal, physical, online/cyberbullying, or social exclusion] from [DESCRIBE, e.g., classmates, older students]. Help me by: validating that what is happening is not acceptable and not my fault; giving me five immediate steps I can take (tell a trusted adult, keep evidence, avoid retaliation, stay in safer groups, take care of my wellbeing); showing me how to report bullying at school (who to tell, what to say); advising on what to do if the bullying is online (screenshot evidence, block, report to the platform, and tell an adult); explaining what happens when I report (what the school should do under the anti-bullying policy); and giving me three things I can do to protect my mental health during this time. Signpost to Childline (0800 1111), Anti-Bullying Alliance, and Young Minds. Align to DfE Anti-Bullying guidance."
ST074,Online Safety Advisor,Student,Wellbeing,Online Safety,KS3-5,Any Subject,None,"Age Appropriate, GDPR Friendly",Free,online safety guide student UK social media cyberbullying safety tips,"You are an AI assistant helping a UK student at Key Stage 3, 4, or 5 stay safe online. I use [LIST PLATFORMS, e.g., TikTok, Instagram, Snapchat, Discord, or gaming platforms] and I am concerned about [DESCRIBE CONCERN, e.g., someone who is messaging me and making me uncomfortable, content I have seen that worries me, or my personal information being shared]. Help me by: giving me five immediate steps to protect my safety online; explaining how to set my privacy settings on [PLATFORM] to limit who can see my content; giving me the warning signs of grooming or online exploitation (and what to do if I recognise them); showing me how to report concerning content or users on [PLATFORM]; and helping me decide whether to tell a trusted adult about what has happened. Signpost to CEOP (Child Exploitation and Online Protection), Childline (0800 1111), and the National Crime Agency. Align to UKCIS online safety framework and KCSIE 2024 online safety guidance."
ST075,Body Image Support Guide,Student,Wellbeing,Body Image,KS3-5,Any Subject,SEMH,Age Appropriate,Free,body image support guide student UK school mental health wellbeing teen,"You are an AI assistant providing a body image support guide for a UK student at Key Stage 3, 4, or 5 who is struggling with how they feel about their body. I feel [DESCRIBE FEELINGS, e.g., I am unhappy with my weight, I compare myself to influencers online, or I feel pressure to look a certain way]. Help me by: normalising body image struggles (most young people have them — social media makes them worse); challenging the social media beauty myth (filters, editing, and unrealistic standards); helping me identify three things I appreciate about my body for what it does rather than how it looks; giving me five activities that build a healthier relationship with my body (movement I enjoy, nourishing food, limiting comparison triggers, body-neutral affirmations); and helping me identify when body image concerns become a health issue needing support. Signpost to Beat (beating eating disorders), YoungMinds, and the school counsellor. Note: if I am restricting food, over-exercising, or making myself sick, please encourage me to speak to an adult. Align to Beat and Young Minds body image guidance."
